###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
57673.596035  13.922  0.004  9796   42 o  0  56.10  72.34071  34.06658  6524.21  7806.76 3.23 3.09 -35.4 -0.418 19.30 20.90 02a57673o0697o
57673.613195  13.911  0.004  9903   44 o  0  55.70  72.34071  34.06658  6494.87  7868.53 3.21 2.98 -36.5 -0.417 19.28 20.83 02a57673o0723o
57677.551280  13.973  0.007  9350   64 o  0   5.42  72.34071  34.06658  5102.92   170.44 3.70 3.44 -66.1 -0.437 18.34 18.96 02a57677o0710o
57677.552052  13.969  0.007  9380   63 o  0   4.59  72.34071  34.06658  3617.69   491.60 3.75 3.57 -70.4 -0.444 18.34 18.94 02a57677o0711o
57677.580414  13.986  0.007  9237   61 o  0   5.53  72.34071  34.06658  5082.43   130.59 3.75 3.50 -69.0 -0.433 18.34 19.00 02a57677o0765o
57677.580901  13.939  0.008  9647   78 o  0   6.13  72.34071  34.06658  6891.92  9922.41 3.22 2.78 -23.1 -0.488 18.36 19.01 02a57677o0766o
57677.588789  13.942  0.009  9624   85 o  0   6.16  72.34071  34.06658  6953.34  9999.94 3.25 2.77 -22.7 -0.499 18.36 19.02 02a57677o0780o
57677.589278  13.944  0.006  9602   60 o  0   6.85  72.34071  34.06658  5129.02   210.66 3.68 3.46 -63.3 -0.439 18.35 19.01 02a57677o0781o
57677.604846  13.919  0.008  9830   83 o  0   4.86  72.34071  34.06658  6968.80  9885.89 3.22 2.89 -26.8 -0.488 18.34 19.01 02a57677o0809o
57677.607322  13.992  0.007  9186   60 o  0   5.10  72.34071  34.06658  5165.64    94.61 3.78 3.48 -70.7 -0.424 18.34 19.00 02a57677o0814o
57677.621624  13.921  0.008  9813   81 o  0   5.07  72.34071  34.06658  6920.64  9942.60 3.20 2.90 -30.4 -0.481 18.34 19.01 02a57677o0840o
57677.624105  13.957  0.007  9486   65 o  0   6.36  72.34071  34.06658  5114.97   151.18 3.73 3.49 -64.9 -0.442 18.33 18.99 02a57677o0845o
57685.516812  14.986  0.022  3678   80 c  0   1.31  72.34071  34.06658  4759.41  1263.67 4.08 3.83 -80.7 -0.389 17.94 19.42 02a57685o0602c
57685.528472  15.059  0.013  3438   46 c  0   1.43  72.34071  34.06658  4773.52  1308.66 4.03 3.80 -78.6 -0.393 18.60 20.12 02a57685o0622c
